,title,brand,price,post link,image link,review,review amount
605,Zapatillas Mujer Plataforma Comodas Livianas Moon Full,BECCA SHOES,39.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=yrKWqXVlPJDQaAtYcykr1c4ucTxrzKTlgtGaI3B11%2B3cxSxXNtahUy2G8GMpR26hcZZGeBuygkLLNZPjR%2Fw%2FYPo3vjmXs0ftBwuEB%2Fm56iq36Lg0%2Bv1kv0ZoZalJLIQbsqsJpNDWcB%2FQpn27qTLhprYAuTZe8YyAbEWzs92P2luKDMMzsRtvx%2BkoFlYvUTilOdUZcgE3Dajt5kzKcWSdk0FKLzLdqmoPShs4%2Bt8CPC9%2FqHz2jOqQGqaqmaR9RRCRx7lMgVU8NNSKOLilAXqvrn78cbzvqCjojqBhiecZ9BhIFR8vF88cTDilt%2Bva9Vs%2BdsQd3ww7khZCBh6rn%2BwMKbLmDplRqXCHEAmQKhZMO499QJhDLg4hUmge8gKei0zQjqhjIiE17Bq3qqH%2BWGu5CqmFHu%2B12oz72xejggBSZK2KfY4%2BKEaVRM8tq7EBW1MypBwm%2FSDZKMgXw05UY7IGZJENlRX2xzPAf9gIkirJ2M3PNJiVj%2BWhS60pFkIBJDdxQY%2B0LXqsQ5ThUEDrQ4z4ETKb%2BMnYJXuppVMtC2g4OAA0qcPGlxjTfDvW2UFqKjHC0wITN7jya5qCeJfz94Opdxk4ppwj05TGZbAkq8r8ATFHCHxCpbDjcCqXqgPBuupMEaHlI9xApv7JTV4fKiThj4nE5HG0kEhqsXvWJYdVe%2B76LOZvtJmLxgAsPrqvVygqyFpHNT%2Bab5mDV2GqWEoNYJOL&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_941407-MLA71463420273_092023-W.jpg,4.2,(93)
606,Zapatillas Topper Strong Pace Iii 26205 Dash,TOPPER,27.509,https://articulo.mercadolibre.com.ar/MLA-1112382109-zapatillas-topper-strong-pace-iii-26205-dash-_JM#position=15&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_843555-MLA48232473963_112021-W.jpg,4.6,(44)
607,Zapatillas Jaguar Oficial Art. #203 27al33,JAGUAR,7.115,https://articulo.mercadolibre.com.ar/MLA-1521640558-zapatillas-jaguar-oficial-art-203-27al33-_JM#position=16&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_907178-MLA72265828860_102023-W.jpg,0.0,-
608,Zapatillas Nena Niñas Nene Niños Jaguar 128 Lona 19 Al 33 ,JAGUAR,6.365,https://articulo.mercadolibre.com.ar/MLA-1380665007-zapatillas-nena-ninas-nene-ninos-jaguar-128-lona-19-al-33-_JM#position=17&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_769557-MLA70748934344_072023-W.jpg,4.9,(41)
609,Zapatillas Runfalcon 3.0 adidas Sport 78 Tienda Oficial,ADIDAS,57.999,https://articulo.mercadolibre.com.ar/MLA-1523066578-zapatillas-runfalcon-30-adidas-sport-78-tienda-oficial-_JM#position=18&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_609384-MLA72018301105_092023-W.jpg,4.7,(61)
610,Zapatillas Jaguar Oficial Deportiva Art. #927 21 Al 26,JAGUAR,8.685,https://articulo.mercadolibre.com.ar/MLA-1426889538-zapatillas-jaguar-oficial-deportiva-art-927-21-al-26-_JM#position=19&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_658525-MLA72265908136_102023-W.jpg,4.9,(18)
611,Zapatillas Hombre Trekking Reforzados Grip Trabajo Rimini,STARFLEX,14.999,https://articulo.mercadolibre.com.ar/MLA-1132947738-zapatillas-hombre-trekking-reforzados-grip-trabajo-rimini-_JM#position=20&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_944017-MLA49715472377_042022-W.jpg,4.5,(337)
612,Zapatillas Gola Super Quarter Variante De Colores,GOLA,59.000,https://articulo.mercadolibre.com.ar/MLA-1135930849-zapatillas-gola-super-quarter-variante-de-colores-_JM#position=21&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_784395-MLA49535717106_032022-W.jpg,4.5,(178)
613,Zapatillas Raven Kids Topper Topper Tienda Oficial,TOPPER,38.099,https://articulo.mercadolibre.com.ar/MLA-1388821237-zapatillas-raven-kids-topper-topper-tienda-oficial-_JM#position=22&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_633896-MLA71807316525_092023-W.jpg,0.0,-
614,Zapatillas Running Puma Aviator Eng Pro Negra Solo Deportes,PUMA,38.999,https://articulo.mercadolibre.com.ar/MLA-1400336600-zapatillas-running-puma-aviator-eng-pro-negra-solo-deportes-_JM#position=23&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_974383-MLA68983334205_042023-W.jpg,4.0,(2)
615,Zapatillas Jaguar Outdoor Hombre 3027 Trekking Negro Cli,JAGUAR,27.889,https://articulo.mercadolibre.com.ar/MLA-1490544164-zapatillas-jaguar-outdoor-hombre-3027-trekking-negro-cli-_JM#position=24&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_771513-MLA71368419930_082023-W.jpg,0.0,-
616,Salomon Alphacross Blast Mujer Adultos,SALOMON,132.000,https://www.mercadolibre.com.ar/zapatillas-para-mujer-salomon-alphacross-blast-color-gris-claro-adulto-385-ar/p/MLA19004599?pdp_filters=category:MLA109027#searchVariation=MLA19004599&position=4&search_layout=grid&type=product&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_742527-MLA49611642624_042022-W.jpg,4.7,(31)
617,Zapatillas Jaguar #9345 Hombre Tranning Urbano ,JAGUAR,28.434,https://articulo.mercadolibre.com.ar/MLA-1430921632-zapatillas-jaguar-9345-hombre-tranning-urbano-_JM#position=25&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_738923-MLA69869159596_062023-W.jpg,4.7,(23)
618,Zapatillas Jaguar Oficial Deportiva Art. #9323 35 Al 40,JAGUAR,28.765,https://articulo.mercadolibre.com.ar/MLA-1332790877-zapatillas-jaguar-oficial-deportiva-art-9323-35-al-40-_JM#position=26&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_750213-MLA72265968072_102023-W.jpg,4.5,(174)
619,Zapatilla Sin Cordones Anatómica Pancha,SOFT,21.700,https://articulo.mercadolibre.com.ar/MLA-1392203466-zapatilla-sin-cordones-anatomica-pancha-_JM#position=27&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_851694-MLA70651248771_072023-W.jpg,4.8,(31)
620,Montagne Crossland Hombre Adultos,MONTAGNE,56.125,https://www.mercadolibre.com.ar/zapatillas-para-hombre-montagne-crossland-color-militar-adulto-41-ar/p/MLA23824851?pdp_filters=category:MLA109027#searchVariation=MLA23824851&position=5&search_layout=grid&type=product&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_951245-MLA69839557518_062023-W.jpg,0.0,-
621,Zapatillas Topper Split Unisex Running Negro,TOPPER,47.500,https://articulo.mercadolibre.com.ar/MLA-1388040665-zapatillas-topper-split-unisex-running-negro-_JM#position=28&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_921658-MLA71696180169_092023-W.jpg,0.0,-
622,Zapatillas Deportivas Varón Hombre Mujer Unisex Económicas,NEW STYLE,13.500,https://articulo.mercadolibre.com.ar/MLA-1146659836-zapatillas-deportivas-varon-hombre-mujer-unisex-economicas-_JM#position=29&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_824948-MLA51234454776_082022-W.jpg,4.1,(37)
623,Zapatillas Puma Flyer Runner Adp Hombres Running 192740-01,PUMA,45.599,https://articulo.mercadolibre.com.ar/MLA-1234179725-zapatillas-puma-flyer-runner-adp-hombres-running-192740-01-_JM#position=30&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_751897-MLA52372852432_112022-W.jpg,4.4,(18)
624,Zapatillas Jaguar De Lona Art. 8074,JAGUAR,9.900,https://articulo.mercadolibre.com.ar/MLA-897390317-zapatillas-jaguar-de-lona-art-8074-_JM#position=31&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_989435-MLA46649431475_072021-W.jpg,4.7,(146)
625,Zapatillas Básquet Topper Candun - 25655 - Gamati Calzados,TOPPER,52.799,https://articulo.mercadolibre.com.ar/MLA-1470470544-zapatillas-basquet-topper-candun-25655-gamati-calzados-_JM#position=32&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_843353-MLA71025285343_082023-W.jpg,4.8,(26)
626,Zapatillas Diadora Serata (dama),DIADORA,28.999,https://articulo.mercadolibre.com.ar/MLA-1372102424-zapatillas-diadora-serata-dama-_JM#position=33&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_983704-MLA69239914886_052023-W.jpg,4.7,(26)
627,Zapatillas Narrow Hombre Urbanas Cuero Vacuno Art 1006,NARROW,38.900,https://articulo.mercadolibre.com.ar/MLA-850587852-zapatillas-narrow-hombre-urbanas-cuero-vacuno-art-1006-_JM#position=34&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_815012-MLA71177360161_082023-W.jpg,4.5,(63)
628,Zapatillas Ozono Skate,OZONO,20.800,https://articulo.mercadolibre.com.ar/MLA-837175165-zapatillas-ozono-skate-_JM#position=35&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_608690-MLA53702532991_022023-W.jpg,4.3,(110)
629,Zapatilla Naranja John Foos 182 Dye Fall Flame,JOHN FOOS,50.479,https://articulo.mercadolibre.com.ar/MLA-1522316426-zapatilla-naranja-john-foos-182-dye-fall-flame-_JM#position=36&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_802503-MLA72005978007_092023-W.jpg,0.0,-
630,Zapatillas Colegiales Para Chicos Con Velcro Skate Prowess,PROWESS,8.680,https://articulo.mercadolibre.com.ar/MLA-1127583341-zapatillas-colegiales-para-chicos-con-velcro-skate-prowess-_JM#position=37&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_801992-MLA71710100120_092023-W.jpg,4.7,(20)
631,Zapatillas Rave Unisex Eco Cuero C/cordones Scarpy,RAVE,11.799,https://articulo.mercadolibre.com.ar/MLA-1392090113-zapatillas-rave-unisex-eco-cuero-ccordones-scarpy-_JM#position=38&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_784101-MLA72723544185_112023-W.jpg,4.6,(24)
632,Zapatillas Jaguar Oficial Art. #908 Del 27 Al 33 Niños,JAGUAR,8.075,https://articulo.mercadolibre.com.ar/MLA-1135116212-zapatillas-jaguar-oficial-art-908-del-27-al-33-ninos-_JM#position=39&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_971560-MLA70633697383_072023-W.jpg,4.4,(622)
633,Zapatilla Mujer Sky Blue Alhama Pesuña Urbana Caminata ,SKY BLUE,30.000,https://articulo.mercadolibre.com.ar/MLA-898939988-zapatilla-mujer-sky-blue-alhama-pesuna-urbana-caminata-_JM#position=40&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_904849-MLA52630266761_112022-W.jpg,4.8,(31)
634,Zapatillas Bochin 502 Originales Urbanas De Hombre,BOCHIN,15.850,https://articulo.mercadolibre.com.ar/MLA-926196383-zapatillas-bochin-502-originales-urbanas-de-hombre-_JM#position=41&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_920924-MLA54767640130_032023-W.jpg,4.6,(97)
635,Zapatillas T-350 Mesh Topper Topper Tienda Oficial,TOPPER,38.699,https://articulo.mercadolibre.com.ar/MLA-1541418536-zapatillas-t-350-mesh-topper-topper-tienda-oficial-_JM#position=42&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_980644-MLA72295653418_102023-W.jpg,4.3,(19)
636,Zapatillas Carina 2.0 Adp Puma Sport 78 Tienda Oficial,PUMA,59.999,https://articulo.mercadolibre.com.ar/MLA-1561437538-zapatillas-carina-20-adp-puma-sport-78-tienda-oficial-_JM#position=43&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_828662-MLA72734766250_112023-W.jpg,5.0,(2)
637,Zapatillas Deportivas Mujer Elastizada Cordon Actvitta 4822,ACTVITTA,19.600,https://articulo.mercadolibre.com.ar/MLA-1356366492-zapatillas-deportivas-mujer-elastizada-cordon-actvitta-4822-_JM#position=44&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_616107-MLA54975732252_042023-W.jpg,3.9,(20)
638,Zapatilla Bochin Trabajo Escolar Unisex Liviana Art 600,BOCHIN,13.900,https://articulo.mercadolibre.com.ar/MLA-1390770233-zapatilla-bochin-trabajo-escolar-unisex-liviana-art-600-_JM#position=45&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_772079-MLA71979879832_092023-W.jpg,4.4,(7)
639,Zapatillas Nenes Nenas Unisex Jaguar Lona Con Abrojo,JAGUAR,7.290,https://articulo.mercadolibre.com.ar/MLA-728025511-zapatillas-nenes-nenas-unisex-jaguar-lona-con-abrojo-_JM#position=46&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_642603-MLA69840930487_062023-W.jpg,4.6,(119)
640,Zapatillas Olympikus G-lume 0497 Olk,OLYMPIKUS,17.999,https://articulo.mercadolibre.com.ar/MLA-1480422348-zapatillas-olympikus-g-lume-0497-olk-_JM#position=47&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_642822-MLA71407098356_092023-W.jpg,4.8,(46)
641,Zapatilla Hombre Urbana Con Abrojo Base Antideslizante,,21.500,https://articulo.mercadolibre.com.ar/MLA-1101171896-zapatilla-hombre-urbana-con-abrojo-base-antideslizante-_JM#position=48&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_620544-MLA47345776781_092021-W.jpg,4.1,(28)
642,Sandalia Topper Kai Negro,TOPPER,20.650,https://articulo.mercadolibre.com.ar/MLA-1392771909-sandalia-topper-kai-negro-_JM#position=49&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_759502-MLA72307656123_102023-W.jpg,4.5,(27)
643,Zapatillas Kappa Training Kombat Nomadw Hombre Ng Ng,KAPPA,28.999,https://articulo.mercadolibre.com.ar/MLA-1385583185-zapatillas-kappa-training-kombat-nomadw-hombre-ng-ng-_JM#position=50&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_662841-MLA71359134614_082023-W.jpg,0.0,-
644,Zapatilla Crudo John Foos 182 Dye Fall Nude,JOHN FOOS,45.849,https://articulo.mercadolibre.com.ar/MLA-919150128-zapatilla-crudo-john-foos-182-dye-fall-nude-_JM#position=51&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_896452-MLA45812829938_052021-W.jpg,4.8,(6)
645,Zapatilla Azul John Foos 182 Dye Fall Nautic,JOHN FOOS,50.479,https://articulo.mercadolibre.com.ar/MLA-1522290230-zapatilla-azul-john-foos-182-dye-fall-nautic-_JM#position=52&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_831796-MLA71950012292_092023-W.jpg,5.0,(9)
646,Zapatilla Niños Niñas Nena Nene Bebe 20 Al 34 Elastizada,PROWESS,8.490,https://articulo.mercadolibre.com.ar/MLA-1134977262-zapatilla-ninos-ninas-nena-nene-bebe-20-al-34-elastizada-_JM#position=53&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_846849-MLA52333479380_112022-W.jpg,4.5,(1244)
647,Zapatilla Topper Niños Profesional Urbano 18030,TOPPER,14.763,https://articulo.mercadolibre.com.ar/MLA-778958960-zapatilla-topper-ninos-profesional-urbano-18030-_JM#position=54&search_layout=grid&type=item&tracking_id=e4e26c9d-3981-4894-86fa-9752b3fb4951,https://http2.mlstatic.com/D_NQ_NP_694104-MLA31617728464_072019-W.jpg,0.0,-
648,Zapatillas De Mujer Livianas Comodas Moda City,BECCA SHOES,49.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=%2FSQUwiP1HxxYWN6BiJ7Uz%2ByLFY7fOnx6DuIYsLHOgIPBDMx5d5KTuYT9stTGW9M2oNzuzXCeh7vJ1mhpgeLHkOCrKlpVufV0uqa%2BN3OQQANKrnoe4lv4mLKRRduPOGjRnVSzIu3bGXJtqw1ZeSVw1L%2BBqmXxuTDWS3ptKEFx2lrmJxxRglSWt063mc0bjd9vgHK71Doy6YazRn%2BoXU7SK403Z3T116I4zlCZh0jgGlx1n43aCuHJp2jleKAAB9F5VFuYq95ayDyFzVMtrhMysA0I2%2F2nVtuARvyFluCT9a8gtrTTGjJtPcFwVoeL2GtaToUprY06moRoHsPVFyKyhfF91n1vYRrlBQruaw4XLlV9kxkcyJVPqcsE6WwODa6xWMM%2BXdGbqLFY%2BkeBa%2BA7rDX1DSsXR60LOgy4qil%2B1RWO05sRSJdPEMRR4jWU4jmGCBdvQDX5yZ59pCHtC%2F2gnGXFs1nN38iBujSk9FXdchz2J8wST5RFcG465Lw4iqHb2DXbt%2BwIIGbTNxHESGACAZs7Rlg58d%2F4iXeM8FIVSI8gR1nhOPrA2ABXkjqVXILBOD0h3vqdhLtZ6ZMnNUIYRzBOjaE2CicF3CGNtRIMjoLKFwHt%2Fegmwn%2BlmONbNi5tFGTHbu%2Bri9Dw6KsU0YJ3APiKF0dPnPl9N%2BbhXmS8HBGAA5W3WbQCcIgTUATwv7xeQUjbNYuLC%2B2Vig%3D%3D&e=mclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_995669-MLA71463417669_092023-W.jpg,3.7,(338)
649,Zapatillas Mujer Base Comoda Livianas Diseño Mercurio,BECCA SHOES,39.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=n5oz%2BF69pwmi%2FJQmv%2FAjAN5rrpaGHnPCEFwQh97l7MYpczq4eGSa63v1ji5MhYfjdxh1GVlm9hrr%2B%2B5IQ3YFf8haSSvHWJC20e5Mr0h3iYHsvw15KajmYjr9%2FJZXntKOBWsSJQKXZu6r5KQQbsMibuANED2bts3%2BvSyD6xvlin4NkeI2U4LrtVl3afo2pGsIFKHjfkrjRtrr2zSX3NcAcxpuucv4AV9JvKB%2FAdU0E0SOKDiGm8jdlylAnUHpRoqRR5VgK0u3lcmVKRIqJPnvdvRR1A6H%2F%2FM0233qBUsv2MiN7xaqEZPtO43xAwv1BP2MtMxAaLBP4Z8knEX2mONun6hwMgoi4%2BJykVLreilVf8aG0Khx%2FknPsHebG7%2FM39ghidLv6wGSR8KiDTYtnjXVsaRhDcGW8BOw6fVLltfgJtL0OS8d8p3JEUdNdtHxVId8%2Fa5jcgs3s%2Bo9y782sglCrwArDZH96XENievrKf6WD1B%2BpzB3j5iR81Vh6%2BclOV%2FxhJGlLH5MgNgouRxOA%2BER2InIT4AcyjrUBYBhmqKkjnvJQXdmWLTstKo6Kd89GO0ohr2cVU96PAvCjRUT8vrpb9UPJ2iNZ0niutbUWSMK1UCfWPrflgzS9w%2F7c2Hba6NsilgtWlenjlgFcpUh8wsv%2BCfuIQHPLMUHRB2NmpntWGNnTwIsKA0FzjzVCxGISYJZPr9NGZppIHE3u4J0fsWQHRI%3D&e=mclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_857725-MLA70747273803_072023-W.jpg,4.3,(801)
650,Zapatilla Narrow Con Apliques Negros,NARROW,37.900,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=wOa49S4%2BdNIkgsXilpf%2BKoQPHWJT%2B2UutzZeJKJpM2MCZFO04OK0UWy7ONV0XtD7it9HMr0ZNvpFxSJ3LE3Taiuq6KMa4H%2B915ZnSLed6RopXxTrBOmfNALtBOGuSSxLpTdzZS8zLpEj178A3uX4ncaSxDDmw%2BwQQd1LHWQ6GI8Y10DWR9pT7PCWvSleapNMl%2By%2BKtu3M5Ed7ZhnJ37e0WThWcq%2Ba%2B4EXhyuNO%2FWebaZ4%2BjGhgLrDBAMwoEiU2SibcPQaPgM%2B1y9wMsLnTShLWkgKodxbwwEGmt4wy21YV7M5fHCT04lPyorJ8jlv7S9lVkVX7AcM3fx9%2F4HHjvaWuUx9gDERTs6wdb5B7Rlb8geAxp2HsxsxcR5%2BDUcEzFdGu6OvxHJ70qJ1RhpihU%2FZW%2F5Z%2F6ybFxyhGYe8OWkVR5GjIN%2FR%2Bf6dwipuhpAO%2Fr9lDU%2BQNClR9KlBld1agr%2BrlCDgfOAgpfgO0px%2BwRo6B59icBk7EDXucOsnkAb4q8z55YgoG%2BRJViFvkRztLBUJGXBrWhEWnoocNy8mlG%2FwkFGR8XR9WRqjWGuejoyvq%2BNttjulgZREmPg79zUEdEZsSA%2FW1rSssn4H%2F2xdz9gmeXEiDIiFiFPX6HAFkqHhWhCN8w1OpgQ8VN%2BHNmDh1Sb%2BKG%2FR%2BGD9Eg7bCo7FLut1ba12wV5MH4emXHSyi0lDLE%3D&e=mclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,https://http2.mlstatic.com/D_NQ_NP_638463-MLA53983232407_022023-W.jpg,4.7,(220)
651,Zapatillas Topper Circus Estilo Deportivo Running Unisex,TOPPER,50.650,https://articulo.mercadolibre.com.ar/MLA-1321596269-zapatillas-topper-circus-estilo-deportivo-running-unisex-_JM#position=4&search_layout=grid&type=item&tracking_id=f43cbb76-655e-433c-a55e-a0b9d4796867,https://http2.mlstatic.com/D_NQ_NP_837654-MLA53457668759_012023-W.jpg,4.7,(230)
652,Zapatilla Hombre Urbana Casual Novo,,38.880,https://articulo.mercadolibre.com.ar/MLA-1135570604-zapatilla-hombre-urbana-casual-novo-_JM#position=5&search_layout=grid&type=item&tracking_id=f43cbb76-655e-433c-a55e-a0b9d4796867,https://http2.mlstatic.com/D_NQ_NP_755800-MLA50048633426_052022-W.jpg,4.6,(42)
653,Zapatillas Recife Roma Full Black Negro,RECIFE,16.999,https://articulo.mercadolibre.com.ar/MLA-896932038-zapatillas-recife-roma-full-black-negro-_JM#position=6&search_layout=grid&type=item&tracking_id=f43cbb76-655e-433c-a55e-a0b9d4796867,https://http2.mlstatic.com/D_NQ_NP_624903-MLA71370643678_082023-W.jpg,4.5,(17)
654,Zapatillas Rusty Kanye Superhigh Black Plataforma,RUSTY,41.130,https://articulo.mercadolibre.com.ar/MLA-884345906-zapatillas-rusty-kanye-superhigh-black-plataforma-_JM#position=7&search_layout=grid&type=item&tracking_id=f43cbb76-655e-433c-a55e-a0b9d4796867,https://http2.mlstatic.com/D_NQ_NP_875878-MLA43794122208_102020-W.jpg,4.2,(21)
655,Topper Zapatillas Hombre - Tie Break Iii Negro,TOPPER,24.119,https://articulo.mercadolibre.com.ar/MLA-1137554980-topper-zapatillas-hombre-tie-break-iii-negro-_JM#position=8&search_layout=grid&type=item&tracking_id=f43cbb76-655e-433c-a55e-a0b9d4796867,https://http2.mlstatic.com/D_NQ_NP_981028-MLA69723794910_052023-W.jpg,4.7,(42)
656,Zapatilla Gris John Foos 182 Dye Fall Mist,JOHN FOOS,45.889,https://articulo.mercadolibre.com.ar/MLA-919149834-zapatilla-gris-john-foos-182-dye-fall-mist-_JM#position=9&search_layout=grid&type=item&tracking_id=f43cbb76-655e-433c-a55e-a0b9d4796867,https://http2.mlstatic.com/D_NQ_NP_693106-MLA49151570824_022022-W.jpg,4.8,(138)
